0,"010100100111011101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101001100110110110110101001010110010101010100110111011001001110100000101001",1.0,1.0
1,"010100100111011101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
2,"010100100111011101000100010110010001101001001010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
3,"010100100110111101000100010110010001101001001010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110010101010100110111011001001110100000101001",1.0,1.0
4,"010100100111011101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
5,"010100100111011101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
6,"010100100111011101000100010110010001101001001010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
7,"010100100111011101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
8,"010100100110111101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
9,"010100100111011101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110010101010100110111011001001110100000101001",1.0,1.0
10,"010100100111011101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110010101010100110111011001001110100000101001",1.0,1.0
11,"010100100111011101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101101010110110110110101001010110010101010100110111011001001110100000101001",1.0,1.0
12,"010100100110111101000100010110010001101001001010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
13,"010100100110111101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101101010110100110110101001010110010101010100110111011001001110100000101001",1.0,1.0
14,"010100100110111101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101001010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
15,"010100100110111101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101101100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
16,"010100100110111101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101001010110100110110101001010110010101010100110111011001001110100000101001",1.0,1.0
17,"010100100110111101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
18,"010100100111011101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
19,"010100100110111101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101001010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
20,"010100100110111101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
21,"010100100110111101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101001100110100110110101001010110010101010100110111011001001110100000101001",1.0,1.0
22,"010100100111011101000100010110010001101001001010011101110101111110100110110010001010000011010101101001000101101010110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
23,"010100100110111101000100010110010001101001000010011101110101111110100110110010001010000011010101101001000101001010110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
24,"010100100110111101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101101010110100110110101001010110010101010100110111011001001110100000101001",1.0,1.0
25,"010100100111011101000100010110010001101101001010011101110101111110100110110010001010000011010101101001000101001010110110110110101001010110000101010100110111011001001110100000101001",1.0,1.0
26,"010100100110111101000100010110010001101101000010011101110101111110100110110010001010000011010101101001000101101010110100110110101001010110000101010100110111011001001110100000101001",1.0,1.0
