0,"000100100011010001001100011101100111110000001001011100110000101101101110001011111110001111110001110011010000011100100001110001011000011110001100100110110010110011000111111001011010",1.0
1,"100101001101110101001000101110100000110111001110001000100110000101000010111011111001010111010010101101101010001010111100010001110101001011111110100001000010111010000111111011001110",1.0
2,"100010101101011001010110011100100010100001010000110000000111011111000110100000110101111010110101011111010111110111110111001101101100001101100101100010100110101000011001011000010000",1.0
3,"100001111110100011011111011001010101111111000111010101000101100010101001101111101111110101010000111011000001010000110011011100010100001111110001100111100101110010001000011101101011",1.0
4,"111011000100001100011000110000110011001011100010101111111111011101010000011110010001000100111000011100011101010000111110101000100100010101000000001010011011101001010111110010000101",1.0
5,"011101001010100111111011010101101011111101000110110001110001010010110100000011101101011001010001101111001111001011001100100001101010100010101011101100100010110101001011001001001110",1.0
6,"001000011101011101000000000000101010011100110110001110001111100000110111111010101111011000010011100101000101110011010111110001011111000010011011011111100100011010011100011110110010",1.0
7,"101111001011011010000111001010101111100000000010011101111000101000110101111001101100111010101111011100000101111101100100010001110111011100010010100110101111111111100110101001111111",1.0
8,"111111001010011011110100010001111000111101010000110000000111000000110000110111010111101001100011011011111101101100001100111001000110100101101101110011010001010010110000110111111000",1.0
9,"111100101000011011110100010001111000111101010000110000001011001001101110010101110010100000110001000010100000100100001000111111000010111110100011000101100110101000011000110010001000",1.0
10,"100100010011011100100101101010000100010001111010111010100111001100000111100111110100010010001010010110001110011011011010010110011000101001011110000001001001111100101101100000100100",1.0
11,"100101001101110101001000101110100000110101101101001101110100010100110000110100101000010010001001001011010010111001010111000010000011100111111110100001000010111010000111111011001110",1.0
12,"101011111111010110010001010101001001010111001000111111001000101110100101010100101010100100010110110010100111100001110011000010001100011100010010010000011110001100001110001000100100",1.0
13,"111111000010001111111011101011000001110011001100011010011110110111110110101011001100011100000001100100010010111001010110011111111111110001101111111011010010101010000100000001010000",1.0
